,tweet
230,"Thank you Pres Biden for addressing the issues that make a difference-wealthy individuals and cooperations should pay their fair share in taxes, education, heathcare for all, gun control!!!!, immigration reform, address violence against all people of color, climate change!!!!!!!!"
231,"From climate change to the pandemic to racial injustice to economic inequality, we face interconnected crises that demand bold action at the size &amp; scale necessary to create an equitable &amp; just society where each of us can thrive. @POTUS laid out his vision. Let's get to work!"
232,@RobSandIA I thought if you have an Iowa teaching license you must also take mandatory reporting certification. Are they exempting a whole category of teachers by doing this?
233,RT @SecretaryPete: We're not going to choose between good-paying jobs and climate security. The American Jobs Plan recognizes that the two…
234,"RT @TomiLahren: When I think climate change, I think a profitable hoax and religion for wacko liberals"
235,"RT @CFR_org: Economic precariousness, corruption, violence, and climate change are driving migration from El Salvador, Guatemala, and Hondu…"
236,"RT @rudepundit: Biden is being real about quite a few things - the Trump tax cut scam, the decimation of the US's standing in the world, cl…"
237,"RT @NewYorker: “That climate change will touch every community, demographic, and region, but is also on track to devastate poor and BIPOC c…"
238,"@TomiLahren The same fucking 40% I pay for my $100,000 a year!! Why the fuck did Trump pay $750 and I paid $40k, why did Bezos and Musj pay NOTHING??  Why did my taxes go UP
for 2020?  Why?  Because #Trump fucked the average person and rewarded his friends.   
himself and donors.  #TaxScam"
239,"Remember, according to Joey, that's a three-letter word...🙄

""...a three-letter word: jobs. J-O-B-S, jobs.”  ~ 

Joe Biden  Oct. 15, 2008"
240,RT @chrislhayes: Fact Check: Democrats have been talking about the climate crisis as a JOBS JOBS JOBS opportunity for years.
241,FT: Exxon investors warned of ‘existential’ risk from emissions goals https://t.co/NJDrRHoUGD
242,RT @KarmCAlex: The only thing republicans have stood  up for so far is hard lining against China. Not health care. Not climate change. Not…
243,"RT @Ehmee: I try to be conscientious of both what I eat and what I throw away, but still, this was fascinating for me to learn.

Gates’ boo…"
244,"RT @JessePesta: “For me, when I think climate change, I think jobs.”

Addressing Congress, Biden explicitly frames climate policy as job cr…"
245,Carbon Mountain Bike Disc 15x100 Thru axle Fork MTB 29er Bike Bicycle Fork Matte https://t.co/CFvkAmiXwp eBay https://t.co/rTRRsnPUws
246,Diesel Emissions Fluid Heater Assembly For BMW E70 X5 xDrive35d 2009-2013 https://t.co/o1zaKWNfXH eBay https://t.co/XY6Dtypw6s
247,RT @NarayanGopinat1: Senate Reinstates Obama-Era Controls on Climate-Warming Methane https://t.co/qTbEyx3jZO
248,"Tonight, @POTUS laid out his plans &amp; vision to continue progress against COVID &amp; fixing economy, combating climate change, white supremacy, gun violence, improving health, policing + criminal justice, voting rights, increasing minimum wage &amp; immigration reform #BidenAddress"
249,"RT @alex_delany1: @priesterspr GLOBAL WARMING END OF WORLD LIBERAL SCARE TACTIC EXPOSED!
1) The polar ice caps are not melting.
2) The ocea…"
250,It’s fucking ghetttoooo
251,"RT @foe_us: US may account for 15% of global emissions now — but historically we are the largest carbon emitter

Biden's climate commitment…"
252,RT @laurenboebert: Joe Biden’s climate plan includes cutting 90% of red meat from our diets by 2030. They want to limit us to about four po…
253,"RT @ShannonFreshour: Not mine.. I'm not a Billionaire.

Y'all raised my taxes when you cut them for your duper rich donors"
254,RT @SecretaryPete: We're not going to choose between good-paying jobs and climate security. The American Jobs Plan recognizes that the two…
255,RT @SecretaryPete: We're not going to choose between good-paying jobs and climate security. The American Jobs Plan recognizes that the two…
256,"RT @ajplus: Almost all the world's glaciers are melting at an ""accelerated"" rate due to climate change, says a new study by international r…"
257,"I just supported @ucilib, @Social_Ecology Field Study Program, @UCISage Scholars, as well as @UCIAA  Association 1st Gen Scholarships, all generously matched by donors with a challenge match  
Please join me in #UCIGivingDay https://t.co/Gf2EQElfbG"
258,"RT @maxberger: “When I think climate change, I think jobs. Jobs, jobs, jobs.” - @POTUS 

Thank you @sunrisemvmt, @AOC and @justicedems. Y’a…"
259,"Ted Cruz slept on democracy just as he vacationed to Cancun during a crisis.

Useless unless you are a plant in desperate need for carbon dioxide."
260,RT @InnovaSociale: Household aerosols now release more harmful smog chemicals than all UK vehicles: Aerosol products used in the home now e…
261,RT @AlexCKaufman: @gabriel_zucman Biden lists droughts and natural disasters alongside gang violence as reasons Central American migrants a…
262,"@Alejand07691697 same, I know when it was voting season, the climate change discussion definitely helped influence my vote. #StudentsTweetPolitics"
263,RT @cdelvallejr: “Climate change is going to be the next c*v*d thing for CNN” https://t.co/Atnh66VAgo
264,"RT @democracynow: President Biden has pledged a 50% cut in U.S. emissions below 2005 levels by 2030, but climate writer @KateAronoff says i…"
265,"RT @TransportDems: The #AmericanJobsPlan is just what we need to:

🛠️Fix the infrastructure we have &amp; build for the future
🏘️Reconnect comm…"
266,RT @lukemartin83: It should not be acceptabe that both major parties get to Election Day without releasing an environment or climate policy…
267,"RT @mattdizwhitlock: “When I think climate change, I think jobs” 

-guy who killed the Keystone Pipeline with its clean energy and thousand…"
268,"Thank you for this! It does make me wonder how many times and in how many ways do we have to report, state, proclaim, shout, point out this information before something is actually done? Are people waiting for something specific?"
269,"RT @SenSchumer: TODAY: We are reversing a Trump-era decision to roll back limits on methane pollution from oil and gas production.

The Sen…"
270,RT @AnaMardoll: Could we stop with the individualized non-solutions and actually tackle the massive corporations that are poisoning our pla…
271,"RT @SenSchumer: This Senate will work with @POTUS to pass the #AmericanJobsPlan.

A big, bold bill that will create jobs,
invest in infrast…"
272,"“No reason why wind turbine blades cannot be made in Pittsburgh, no reason...”"
273,Biden is a Dick
274,"RT @WomenReadWomen: India is suffering one of the world's worst Covid outbreaks; women post to social media begging for help, plasma donors…"
275,@Jim_Jordan Why don’t you go spend the money you get from your corporate donors for the wall since you want it so bad. Taxpayers don’t want to foot the bill.
276,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions https://t.co/kKg5mOWds5
277,RT @GasPriceWizard: THIS ⬇️ .... and it’s NOT REBATED
278,"RT @banditelli: ""When I think climate change I think jobs"" is basically @sunrisemvmt's slogan"
279,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions https://t.co/kKg5mOWds5
280,@gripnripsports @madisongesiotto You realize being out of the Paris agreement we lowered our carbon footprint more than almost all other countries.  Paris agreement is just an elaborate money laundering scheme.
281,"RT @yassaminansari: ""Jobs, jobs, jobs. When I think climate change, I think jobs.""-- @POTUS 

YES!!! #JointAddress"
282,Longest Winter of the Modern Age : Cold Climate Change https://t.co/QWeQEqU89R
283,"RT @RepValDemings: ""Let's at least pass what we all agree on. Congress needs to pass legislation this year to finally secure protection for…"
284,@MarkSilberg @CostaSamaras Like how do we account for emissions of our ancestors? I know that is part of my legacy and helped create the wealth I benefit from.  This quickly becomes a conversation with parallels to Reparations discussions. And I feel completely unqualified to weigh in on that.
285,"RT @jswatz: “Empirical research is now catching up with the reality: that America is segregated and so is pollution,” Dr. Robert Bullard sa…"
286,"My name is Sandeep .. loooking for donors for plasm for my dad

Patient Name : Jalandhar Patel
Blood Group :: B +ve
Age : 62
Contact No : 
+91 9030875457
+91 96520 20143

Hospital Name : Kammineni hospital 
Address :: Lb nagar @KTRTRS @cpcybd"
287,"RT @rudepundit: Biden is being real about quite a few things - the Trump tax cut scam, the decimation of the US's standing in the world, cl…"
288,"RT @JohnFetterman: Damn right. This is exactly what I’ve been saying for years.

Let’s transition to clean energy, uphold the union way of…"
289,@a12z_bionic It’s already merge mined which greatly reduces dogecoins carbon footprint
290,RT @DrJMack2020: @MikeCrapo @SenJohnThune @LeaderMcConnell The US remains the only country that bankrupts is citizens with healthcare costs…
291,"I, too, appreciated the announcement tonight of this inverse karmic reward for the corporate whores who are now a subsidiary of the Democrat Party.
 
And, as part of my amusement, I drolly salute Biden for screwing over his corporate donors."
292,"RT @SenTedCruz: The Real State of the Union: Joe Biden chose Paris over Pittsburgh. 

Rejoined the Paris Climate Agreement.

Blocked the co…"
293,"Well, shoot...I didn’t do very well on the practice test, and our certification exam is tomorrow... https://t.co/rgLSXTFu3u"
294,"RT @UFWupdates: We agree— Congress must act now to protect essential farm workers, Dreamers and TPS holders.

Our @POTUS called for “perman…"
295,RT @350_US: Migration is a human right. Freedom from the climate crisis and the right to thrive is a human right. Transitioning off fossil…
296,"RT @Drea_got_rage: what exactly is @JamaalBowmanNY going to say in his ""rebuttal"" to this speech from President Biden? 😂

Biden has already…"
